N,
-0.757124,0.041888
-0.757124,0.0450294
-0.750841,0.053407
-0.750841,0.0596902
-0.753982,0.0628318
-0.755029,0.0659734
-0.758171,0.069115
-0.761313,0.0753982
-0.765501,0.079587
-0.775973,0.0806342
-0.785398,0.0890118
-0.785398,0.0911062
-0.783304,0.0932006
-0.778068,0.0942478
-0.768643,0.090059
-0.76236,0.090059
-0.758171,0.0858702
-0.756077,0.079587
-0.748746,0.0785398
-0.745605,0.0753982
-0.74351,0.0753982
-0.739321,0.0659734
-0.730944,0.058643
-0.735133,0.0513126
-0.735133,0.0439822
-0.733038,0.0408408
-0.733038,0.0387464
-0.727802,0.0324632
-0.731991,0.0303688
-0.738274,0.0240856
-0.738274,0.01675516
-0.727802,0.01361356
-0.725708,0.00942478
-0.722566,0.00628318
-0.726755,0
-0.733038,-0.00523598
-0.733038,-0.0240856
-0.739321,-0.0272272
-0.751888,-0.0272272
-0.759218,-0.0335104
-0.76236,-0.0324632
-0.766549,-0.0240856
-0.76969,-0.020944
-0.784351,-0.01884956
-0.79587,-0.00628318
-0.819956,-0.00628318
-0.825192,-0.01047198
-0.825192,-0.0219912
-0.828333,-0.0293216
-0.82938,-0.0356048
-0.830428,-0.036652
-0.830428,-0.0450294
-0.824144,-0.0513126
-0.815767,-0.0565486
-0.802153,-0.058643
-0.801106,-0.0607374
-0.803201,-0.0628318
-0.803201,-0.0659734
-0.808437,-0.0722566
-0.813672,-0.0753982
-0.82205,-0.0785398
-0.832522,-0.0785398
-0.844041,-0.0837758
-0.859749,-0.0879646
-0.864985,-0.0942478
-0.866032,-0.0973894
-0.870221,-0.100531
-0.870221,-0.1026254
-0.876504,-0.1089086
-0.877552,-0.1120502
-0.879646,-0.1141446
-0.879646,-0.1172862
-0.876504,-0.121475
-0.870221,-0.1277582
-0.860796,-0.132994
-0.85556,-0.13823
-0.853466,-0.143466
-0.853466,-0.1455604
-0.842994,-0.1549852
-0.791681,-0.1581268
-0.782257,-0.1665044
-0.773879,-0.1665044
-0.76236,-0.1612684
-0.752935,-0.1602212
-0.747699,-0.1549852
-0.734085,-0.1476548
-0.730944,-0.1476548
-0.726755,-0.1507964
-0.721519,-0.1507964
-0.699528,-0.1424188
-0.697434,-0.1466076
-0.697434,-0.1507964
-0.690103,-0.1602212
-0.690103,-0.1633628
-0.69115,-0.16441
-0.69115,-0.1675516
-0.690103,-0.1685988
-0.688009,-0.169646
-0.658687,-0.1685988
-0.65764,-0.169646
-0.65764,-0.1727876
-0.655546,-0.174882
-0.654498,-0.1780236
-0.648215,-0.1843068
-0.646121,-0.1895428
-0.633555,-0.201062
-0.611563,-0.204204
-0.600044,-0.204204
-0.59795,-0.201062
-0.59795,-0.1926844
-0.595855,-0.1895428
-0.584336,-0.1895428
-0.577006,-0.195826
-0.572817,-0.195826
-0.560251,-0.201062
-0.555015,-0.207346
-0.542448,-0.210486
-0.53826,-0.218864
-0.53826,-0.2241
-0.534071,-0.230384
-0.490088,-0.230384
-0.487994,-0.232478
-0.486947,-0.23562
-0.481711,-0.240856
-0.481711,-0.24295
-0.479616,-0.247138
-0.479616,-0.259704
-0.47438,-0.263894
-0.464956,-0.263894
-0.454484,-0.25761
-0.445059,-0.247138
-0.439823,-0.245044
-0.436681,-0.240856
-0.436681,-0.217818
-0.441917,-0.206298
-0.447153,-0.201062
-0.456578,-0.1968732
-0.469145,-0.1843068
-0.477522,-0.1790708
-0.479616,-0.1769764
-0.480664,-0.1727876
-0.489041,-0.16441
-0.497419,-0.1602212
-0.504749,-0.1528908
-0.509985,-0.1518436
-0.509985,-0.1403244
-0.516268,-0.1340412
-0.516268,-0.1319468
-0.517316,-0.1308996
-0.517316,-0.1235694
-0.518363,-0.1225222
-0.533024,-0.121475
-0.536165,-0.1204278
-0.542448,-0.1141446
-0.546637,-0.1141446
-0.555015,-0.1204278
-0.555015,-0.1256638
-0.556062,-0.126711
-0.556062,-0.1361356
-0.558156,-0.13823
-0.563392,-0.1361356
-0.568628,-0.1308996
-0.568628,-0.126711
-0.566534,-0.1235694
-0.566534,-0.121475
-0.560251,-0.1130974
-0.560251,-0.105767
-0.558156,-0.1036726
-0.558156,-0.1015782
-0.557109,-0.100531
-0.553968,-0.0994838
-0.539307,-0.100531
-0.534071,-0.0984366
-0.527788,-0.0932006
-0.527788,-0.0858702
-0.530929,-0.0827286
-0.530929,-0.0806342
-0.537212,-0.074351
-0.549779,-0.0701622
-0.556062,-0.063879
-0.561298,-0.063879
-0.566534,-0.0607374
-0.575959,-0.0607374
-0.581195,-0.0659734
-0.585383,-0.0753982
-0.595855,-0.0879646
-0.598997,-0.0911062
-0.606327,-0.0921534
-0.618894,-0.1047198
-0.638791,-0.100531
-0.646121,-0.0984366
-0.648215,-0.0963422
-0.648215,-0.0869174
-0.649262,-0.0858702
-0.649262,-0.074351
-0.651357,-0.0722566
-0.661829,-0.0712094
-0.671254,-0.0659734
-0.671254,-0.0513126
-0.673348,-0.0492182
-0.68382,-0.048171
-0.689056,-0.0439822
-0.69115,-0.0439822
-0.701622,-0.031416
-0.711047,-0.0293216
-0.707906,-0.0251328
-0.701622,-0.020944
-0.694292,-0.01361356
-0.690103,-0.00523598
-0.677537,0.00523598
-0.656593,0.00628318
-0.656593,0.00837758
-0.659734,0.01151918
-0.659734,0.01570796
-0.661829,0.01884956
-0.670206,0.01989676
-0.672301,0.0219912
-0.692198,0.0272272
-0.692198,0.0324632
-0.686962,0.0356048
-0.679631,0.036652
-0.674395,0.031416
-0.672301,0.031416
-0.667065,0.036652
-0.667065,0.0450294
-0.668112,0.0460766
-0.668112,0.0523598
-0.666018,0.0565486
-0.662876,0.058643
-0.653451,0.058643
-0.649262,0.0565486
-0.649262,0.053407
-0.656593,0.0460766
-0.661829,0.0356048
-0.661829,0.0335104
-0.65764,0.0303688
-0.65764,0.020944
-0.656593,0.01989676
-0.651357,0.01989676
-0.644026,0.0240856
-0.638791,0.0293216
-0.637743,0.0356048
-0.634602,0.0387464
-0.618894,0.0324632
-0.615752,0.0293216
-0.615752,0.0219912
-0.619941,0.01570796
-0.619941,0.001047198
-0.615752,-0.0031416
-0.607375,-0.0031416
-0.604233,-0.001047198
-0.592714,-0.001047198
-0.581195,0.0020944
-0.580147,0.0031416
-0.580147,0.00733038
-0.578053,0.00942478
-0.578053,0.01675516
-0.580147,0.01884956
-0.569675,0.0282744
-0.569675,0.0356048
-0.566534,0.0387464
-0.564439,0.0387464
-0.555015,0.0335104
-0.550826,0.0293216
-0.550826,0.0219912
-0.549779,0.020944
-0.549779,0.01570796
-0.544543,0.00837758
-0.544543,0.0041888
-0.543496,0.0020944
-0.540354,-0.001047198
-0.536165,-0.0041888
-0.516268,-0.00942478
-0.515221,-0.01047198
-0.515221,-0.01989676
-0.514174,-0.020944
-0.50056,-0.020944
-0.490088,-0.01151918
-0.490088,0.0020944
-0.496372,0.01256638
-0.496372,0.01780236
-0.492183,0.0219912
-0.484852,0.0219912
-0.477522,0.01675516
-0.461814,0.01047198
-0.458673,0.00733038
-0.458673,0.0041888
-0.457625,0.0031416
-0.457625,-0.0041888
-0.458673,-0.00523598
-0.457625,-0.00942478
-0.449248,-0.01151918
-0.452389,-0.01361356
-0.472286,-0.01361356
-0.480664,-0.01884956
-0.4859,-0.0240856
-0.4859,-0.031416
-0.482758,-0.0345576
-0.482758,-0.0376992
-0.492183,-0.0471238
-0.492183,-0.0502654
-0.489041,-0.053407
-0.47438,-0.0544542
-0.471239,-0.0523598
-0.468097,-0.0555014
-0.46705,-0.0575958
-0.46705,-0.0733038
-0.461814,-0.0764454
-0.460767,-0.0785398
-0.460767,-0.0837758
-0.454484,-0.090059
-0.454484,-0.0932006
-0.453437,-0.0942478
-0.453437,-0.100531
-0.45972,-0.1015782
-0.466003,-0.1078614
-0.466003,-0.1288052
-0.464956,-0.1298524
-0.464956,-0.132994
-0.469145,-0.1371828
-0.476475,-0.1413716
-0.476475,-0.1466076
-0.477522,-0.1476548
-0.477522,-0.1549852
-0.469145,-0.1633628
-0.469145,-0.1654572
-0.468097,-0.1665044
-0.468097,-0.1717404
-0.456578,-0.1864012
-0.456578,-0.1884956
-0.454484,-0.19059
-0.454484,-0.1926844
-0.445059,-0.1989676
-0.437729,-0.206298
-0.431445,-0.218864
-0.431445,-0.223054
-0.429351,-0.226194
-0.429351,-0.22829
-0.422021,-0.236666
-0.417832,-0.238762
-0.409454,-0.247138
-0.398982,-0.252374
-0.391652,-0.259704
-0.380133,-0.260752
-0.370708,-0.270176
-0.350811,-0.277508
-0.348717,-0.275412
-0.348717,-0.26913
-0.360236,-0.255516
-0.360236,-0.251328
-0.361283,-0.25028
-0.361283,-0.233526
-0.351858,-0.232478
-0.342434,-0.22829
-0.341386,-0.227242
-0.341386,-0.220958
-0.357094,-0.20525
-0.365472,-0.200014
-0.370708,-0.1979204
-0.38118,-0.1968732
-0.392699,-0.185354
-0.394793,-0.1811652
-0.405265,-0.1717404
-0.424115,-0.169646
-0.430398,-0.1665044
-0.434587,-0.1612684
-0.435634,-0.1570796
-0.437729,-0.1549852
-0.427257,-0.1466076
-0.416785,-0.143466
-0.41469,-0.1403244
-0.41469,-0.1350884
-0.416785,-0.132994
-0.416785,-0.1298524
-0.418879,-0.126711
-0.418879,-0.1246166
-0.422021,-0.1204278
-0.432493,-0.1204278
-0.437729,-0.1246166
-0.44087,-0.1246166
-0.442965,-0.1225222
-0.448201,-0.1225222
-0.449248,-0.121475
-0.449248,-0.1120502
-0.448201,-0.111003
-0.425162,-0.111003
-0.419926,-0.1026254
-0.419926,-0.100531
-0.418879,-0.0994838
-0.418879,-0.0942478
-0.428304,-0.0827286
-0.435634,-0.0774926
-0.435634,-0.0753982
-0.442965,-0.0659734
-0.442965,-0.0596902
-0.447153,-0.0575958
-0.429351,-0.0565486
-0.427257,-0.0513126
-0.427257,-0.0439822
-0.428304,-0.042935
-0.428304,-0.0408408
-0.427257,-0.0397936
-0.424115,-0.0460766
-0.422021,-0.048171
-0.418879,-0.048171
-0.41469,-0.0439822
-0.413643,-0.0397936
-0.411549,-0.036652
-0.411549,-0.0335104
-0.415737,-0.0272272
-0.415737,-0.0251328
-0.409454,-0.0240856
-0.40736,-0.02618
-0.40736,-0.0282744
-0.405265,-0.0303688
-0.404218,-0.0335104
-0.400029,-0.0376992
-0.400029,-0.041888
-0.401077,-0.042935
-0.401077,-0.0492182
-0.398982,-0.0523598
-0.398982,-0.0680678
-0.401077,-0.0712094
-0.401077,-0.0774926
-0.396888,-0.0827286
-0.393746,-0.0890118
-0.387463,-0.0963422
-0.387463,-0.0984366
-0.389557,-0.100531
-0.390605,-0.1036726
-0.396888,-0.1099558
-0.396888,-0.1130974
-0.397935,-0.1141446
-0.397935,-0.1193806
-0.393746,-0.1256638
-0.393746,-0.13823
-0.392699,-0.1403244
-0.38851,-0.1455604
-0.38851,-0.1476548
-0.385369,-0.1497492
-0.376991,-0.1518436
-0.363378,-0.1518436
-0.359189,-0.1560324
-0.338245,-0.1570796
-0.337198,-0.1560324
-0.337198,-0.1507964
-0.342434,-0.143466
-0.342434,-0.1340412
-0.339292,-0.1298524
-0.339292,-0.1120502
-0.345575,-0.105767
-0.356047,-0.1026254
-0.357094,-0.1015782
-0.357094,-0.0994838
-0.359189,-0.0973894
-0.350811,-0.090059
-0.348717,-0.090059
-0.343481,-0.0858702
-0.343481,-0.0733038
-0.342434,-0.0722566
-0.342434,-0.0628318
-0.34767,-0.0575958
-0.348717,-0.0555014
-0.348717,-0.0523598
-0.346622,-0.0513126
-0.338245,-0.0596902
-0.338245,-0.0617846
-0.337198,-0.0628318
-0.337198,-0.0649262
-0.335103,-0.0701622
-0.326726,-0.0753982
-0.324631,-0.0774926
-0.324631,-0.079587
-0.311018,-0.0932006
-0.286932,-0.0932006
-0.271224,-0.0806342
-0.271224,-0.0753982
-0.273319,-0.0722566
-0.273319,-0.0701622
-0.272271,-0.069115
-0.264941,-0.069115
-0.256563,-0.0628318
-0.252375,-0.0617846
-0.252375,-0.0523598
-0.25028,-0.048171
-0.25028,-0.041888
-0.261799,-0.0324632
-0.26913,-0.0303688
-0.273319,-0.0272272
-0.26913,-0.020944
-0.264941,-0.01675516
-0.254469,-0.01675516
-0.245044,-0.01989676
-0.237714,-0.01989676
-0.234572,-0.01675516
-0.234572,-0.01361356
-0.233525,-0.01256638
-0.233525,-0.00837758
-0.230383,-0.0041888
-0.225147,-0.0031416
-0.215723,0.0041888
-0.206298,0.00628318
-0.205251,0.00523598
-0.208392,0.001047198
-0.20944,-0.0031416
-0.213628,-0.00837758
-0.215723,-0.00837758
-0.217817,-0.01047198
-0.218864,-0.01466076
-0.220959,-0.01675516
-0.220959,-0.01884956
-0.2241,-0.0219912
-0.2241,-0.036652
-0.21677,-0.0450294
-0.21677,-0.048171
-0.218864,-0.0502654
-0.219911,-0.0544542
-0.2241,-0.0607374
-0.2241,-0.0785398
-0.222006,-0.0816814
-0.212581,-0.0869174
-0.204204,-0.0869174
-0.198968,-0.0816814
-0.19792,-0.0753982
-0.191637,-0.0680678
-0.187448,-0.0649262
-0.184307,-0.0649262
-0.176976,-0.0607374
-0.174882,-0.0607374
-0.173835,-0.0617846
-0.173835,-0.063879
-0.185354,-0.0753982
-0.195826,-0.079587
-0.195826,-0.0827286
-0.19792,-0.0858702
-0.19792,-0.0890118
-0.203156,-0.0942478
-0.21677,-0.0942478
-0.218864,-0.0963422
-0.218864,-0.1246166
-0.217817,-0.126711
-0.223053,-0.1350884
-0.223053,-0.1413716
-0.213628,-0.1507964
-0.213628,-0.1675516
-0.211534,-0.1706932
-0.211534,-0.1727876
-0.20944,-0.174882
-0.20944,-0.1780236
-0.202109,-0.185354
-0.19059,-0.1874484
-0.186401,-0.195826
-0.181165,-0.20211
-0.165457,-0.206298
-0.161268,-0.211534
-0.159174,-0.21677
-0.153938,-0.222006
-0.136136,-0.227242
-0.134041,-0.229336
-0.132994,-0.232478
-0.127758,-0.236666
-0.113097,-0.236666
-0.11205,-0.237714
-0.11205,-0.255516
-0.106814,-0.260752
-0.101578,-0.262846
-0.0963422,-0.268082
-0.0921534,-0.270176
-0.090059,-0.273318
-0.0324631,-0.273318
-0.0261799,-0.26913
-0.0230383,-0.26913
-0.015708,-0.277508
-0.0115192,-0.279602
0.0146608,-0.279602
0.0261799,-0.286932
0.0366519,-0.286932
0.0460767,-0.293216
0.0617847,-0.293216
0.069115,-0.300546
0.0879646,-0.300546
0.0921534,-0.304734
0.121475,-0.304734
0.123569,-0.30264
0.123569,-0.298452
0.122522,-0.296356
0.107861,-0.281696
0.0932006,-0.277508
0.0827286,-0.271224
0.0733038,-0.259704
0.0513127,-0.239808
0.0471239,-0.232478
0.0471239,-0.230384
0.0450295,-0.227242
0.0450295,-0.225148
0.0366519,-0.215722
0.0314159,-0.213628
0.0272271,-0.20944
0.015708,-0.20211
0.00314159,-0.201062
0.00314159,-0.1832596
0.0010472,-0.1811652
0.0010472,-0.16441
-0.00837758,-0.1549852
-0.015708,-0.1518436
-0.0240855,-0.1518436
-0.0261799,-0.153938
-0.0324631,-0.1560324
-0.0418879,-0.1665044
-0.0460767,-0.1685988
-0.0471239,-0.1706932
-0.0471239,-0.1759292
-0.0366519,-0.1864012
-0.0366519,-0.1947788
-0.0408407,-0.200014
-0.0408407,-0.211534
-0.0387463,-0.214676
-0.0387463,-0.222006
-0.0418879,-0.225148
-0.0439823,-0.2241
-0.0460767,-0.219912
-0.0460767,-0.20944
-0.0492183,-0.20525
-0.0513127,-0.200014
-0.0575959,-0.1916372
-0.0575959,-0.1822124
-0.0555015,-0.1780236
-0.0555015,-0.1717404
-0.0575959,-0.1685988
-0.0575959,-0.16441
-0.0565487,-0.1633628
-0.0565487,-0.1507964
-0.0586431,-0.148702
-0.0586431,-0.1455604
-0.0617847,-0.1424188
-0.069115,-0.1424188
-0.074351,-0.1350884
-0.074351,-0.132994
-0.0701622,-0.1308996
-0.0628319,-0.1308996
-0.0607375,-0.1340412
-0.0555015,-0.1350884
-0.0502655,-0.13823
-0.0502655,-0.1476548
-0.0429351,-0.1549852
-0.0429351,-0.1570796
-0.0471239,-0.1623156
-0.0471239,-0.16441
-0.0450295,-0.16441
-0.0387463,-0.1602212
-0.0366519,-0.1570796
-0.0366519,-0.1424188
-0.0376991,-0.1403244
-0.0356047,-0.13823
-0.0303687,-0.13823
-0.0282743,-0.1413716
-0.0282743,-0.143466
-0.0261799,-0.1455604
-0.0219911,-0.1455604
-0.0167552,-0.1403244
-0.00942478,-0.1403244
-0.00418879,-0.1371828
-0.00418879,-0.1288052
-0.00314159,-0.1277582
-0.00314159,-0.1235694
-0.0020944,-0.1225222
-0.0020944,-0.1141446
-0.0010472,-0.1130974
-0.0010472,-0.111003
-0.0136136,-0.1047198
-0.0125664,-0.1036726
-0.0125664,-0.0963422
-0.00733038,-0.0911062
0.00418879,-0.0963422
0.00628319,-0.0942478
0.00628319,-0.0890118
0,-0.0816814
-0.00628319,-0.079587
-0.0167552,-0.0712094
-0.0188496,-0.0712094
-0.0251327,-0.063879
-0.0251327,-0.0607374
-0.0261799,-0.0596902
-0.0251327,-0.058643
-0.0251327,-0.0565486
-0.0345575,-0.0492182
-0.0408407,-0.0471238
-0.0513127,-0.0471238
-0.0586431,-0.0513126
-0.0785398,-0.0513126
-0.0827286,-0.0544542
-0.0911062,-0.0555014
-0.0921534,-0.0544542
-0.0921534,-0.0272272
-0.0963422,-0.0230384
-0.0963422,-0.020944
-0.0984366,-0.01884956
-0.0984366,-0.01570796
-0.0879646,-0.01047198
-0.079587,-0.01675516
-0.0879646,-0.0272272
-0.0879646,-0.0345576
-0.0837758,-0.0387464
-0.074351,-0.0387464
-0.0722566,-0.0408408
-0.0649262,-0.0408408
-0.0628319,-0.0387464
-0.0586431,-0.0376992
-0.0513127,-0.0376992
-0.0481711,-0.0335104
-0.0481711,-0.01151918
-0.0534071,-0.00628318
-0.0617847,-0.00523598
-0.0659734,-0.0020944
-0.0670206,0.001047198
-0.0722566,0.00628318
-0.0785398,0.00733038
-0.0806342,0.00942478
-0.079587,0.01256638
-0.0774926,0.01466076
-0.0680678,0.01780236
-0.0596903,0.02618
-0.0534071,0.02618
-0.0513127,0.0240856
-0.0513127,0.01361356
-0.0471239,0.00837758
-0.0429351,0.00837758
-0.0387463,0.0041888
-0.0397935,0
-0.0376991,-0.0020944
-0.0188496,-0.0020944
-0.010472,-0.01047198
-0.010472,-0.01466076
-0.0115192,-0.01570796
-0.0167552,-0.01570796
-0.0188496,-0.01361356
-0.0272271,-0.01047198
-0.0335103,-0.01151918
-0.0356047,-0.01361356
-0.0356047,-0.01989676
-0.0376991,-0.0219912
-0.0376991,-0.0240856
-0.0387463,-0.0251328
-0.0387463,-0.0324632
-0.0356047,-0.036652
-0.0345575,-0.0408408
-0.0272271,-0.0450294
-0.0251327,-0.0502654
-0.0230383,-0.0523598
-0.0219911,-0.0565486
-0.0188496,-0.0596902
-0.0146608,-0.0596902
-0.00837758,-0.0555014
-0.00314159,-0.0502654
-0.0020944,-0.0471238
0,-0.0450294
0,-0.042935
0.00942478,-0.0356048
0.00942478,-0.0219912
0.0125664,-0.01884956
0.0293215,-0.01780236
0.0366519,-0.01989676
0.0376991,-0.020944
0.0366519,-0.0219912
0.0366519,-0.0251328
0.0324631,-0.031416
0.0272271,-0.036652
0.020944,-0.0387464
0.0167552,-0.042935
0.0136136,-0.0439822
0.0115192,-0.0460766
0.0115192,-0.048171
0.00837758,-0.0544542
0.00314159,-0.0596902
-0.00314159,-0.0617846
-0.00628319,-0.0649262
-0.00628319,-0.0701622
-0.00314159,-0.0733038
0,-0.0733038
0.00314159,-0.0753982
0.00942478,-0.0837758
0.0188496,-0.0837758
0.0293215,-0.0712094
0.0356047,-0.0701622
0.0387463,-0.0659734
0.0387463,-0.063879
0.0356047,-0.0607374
0.0345575,-0.0555014
0.0376991,-0.0502654
0.0376991,-0.048171
0.0429351,-0.041888
0.0502655,-0.0408408
0.0575959,-0.0345576
0.0617847,-0.0335104
0.0670206,-0.0345576
0.0764454,-0.0303688
0.0806342,-0.02618
0.0806342,-0.00733038
0.0837758,-0.0041888
0.0837758,-0.0020944
0.0858702,0
0.105767,0.0041888
0.111003,0.00837758
0.114145,0.00523598
0.114145,0.0020944
0.115192,0.001047198
0.1309,0.0020944
0.132994,0.001047198
0.134041,-0.0020944
0.129852,-0.00837758
0.129852,-0.01151918
0.128805,-0.01256638
0.127758,-0.01884956
0.115192,-0.0303688
0.115192,-0.036652
0.123569,-0.0471238
0.121475,-0.0492182
0.114145,-0.0492182
0.108909,-0.053407
0.102625,-0.0513126
0.100531,-0.0492182
0.0659734,-0.0492182
0.0555015,-0.058643
0.0544543,-0.0617846
0.0418879,-0.074351
0.0324631,-0.079587
0.0324631,-0.0890118
0.0397935,-0.0963422
0.0523599,-0.0963422
0.0586431,-0.0994838
0.0586431,-0.1151918
0.0617847,-0.1183334
0.069115,-0.1204278
0.0753982,-0.126711
0.0973894,-0.1308996
0.103673,-0.132994
0.105767,-0.1350884
0.105767,-0.143466
0.107861,-0.1455604
0.107861,-0.1581268
0.108909,-0.159174
0.108909,-0.1623156
0.105767,-0.1633628
0.0963422,-0.153938
0.0942478,-0.1497492
0.0911062,-0.1466076
0.090059,-0.143466
0.0712094,-0.1277582
0.0534071,-0.1277582
0.0450295,-0.1193806
0.0345575,-0.1183334
0.015708,-0.1350884
0.015708,-0.1392772
0.0146608,-0.1403244
0.0146608,-0.153938
0.010472,-0.1602212
0.00733038,-0.1623156
0.00733038,-0.1685988
0.010472,-0.1727876
0.010472,-0.174882
0.0125664,-0.1790708
0.0125664,-0.1822124
0.0167552,-0.1874484
0.0282743,-0.1979204
0.0335103,-0.200014
0.0387463,-0.204204
0.0418879,-0.204204
0.0481711,-0.210486
0.0481711,-0.218864
0.0502655,-0.222006
0.0712094,-0.222006
0.0753982,-0.2241
0.0816814,-0.230384
0.0994838,-0.240856
0.116239,-0.258658
0.124617,-0.2618
0.132994,-0.270176
0.136136,-0.271224
0.140324,-0.275412
0.146608,-0.279602
0.149749,-0.279602
0.156032,-0.277508
0.162316,-0.272272
0.16441,-0.263894
0.169646,-0.25761
0.179071,-0.256564
0.191637,-0.245044
0.198968,-0.243998
0.20944,-0.23562
0.223053,-0.229336
0.223053,-0.227242
0.220959,-0.225148
0.220959,-0.214676
0.214675,-0.20525
0.214675,-0.200014
0.213628,-0.1989676
0.213628,-0.1947788
0.212581,-0.1937316
0.211534,-0.1874484
0.213628,-0.1843068
0.215723,-0.1843068
0.217817,-0.1822124
0.24295,-0.1759292
0.247139,-0.1727876
0.247139,-0.1685988
0.245044,-0.1665044
0.245044,-0.1633628
0.243997,-0.1623156
0.243997,-0.1581268
0.246091,-0.1560324
0.25028,-0.1560324
0.253422,-0.153938
0.256563,-0.1549852
0.258658,-0.1528908
0.258658,-0.1476548
0.263894,-0.1392772
0.263894,-0.1288052
0.272271,-0.1235694
0.273319,-0.121475
0.273319,-0.1130974
0.270177,-0.111003
0.265988,-0.111003
0.262847,-0.1089086
0.246091,-0.1047198
0.237714,-0.0963422
0.235619,-0.0932006
0.235619,-0.0911062
0.232478,-0.0879646
0.220959,-0.0858702
0.213628,-0.0827286
0.208392,-0.0774926
0.200015,-0.0753982
0.19059,-0.063879
0.184307,-0.0649262
0.178024,-0.0712094
0.175929,-0.0712094
0.17174,-0.074351
0.162316,-0.0837758
0.149749,-0.0932006
0.149749,-0.0973894
0.147655,-0.0994838
0.143466,-0.0994838
0.128805,-0.090059
0.131947,-0.0858702
0.131947,-0.0837758
0.124617,-0.0774926
0.124617,-0.0733038
0.135088,-0.0649262
0.142419,-0.0617846
0.147655,-0.0565486
0.15708,-0.0513126
0.15708,-0.0492182
0.156032,-0.048171
0.153938,-0.048171
0.150796,-0.0450294
0.149749,-0.0408408
0.147655,-0.0376992
0.147655,-0.0345576
0.149749,-0.0324632
0.154985,-0.0324632
0.160221,-0.036652
0.168599,-0.0356048
0.169646,-0.0335104
0.169646,-0.01151918
0.174882,-0.00837758
0.186401,-0.00942478
0.198968,-0.0251328
0.198968,-0.0303688
0.203156,-0.0345576
0.205251,-0.0345576
0.212581,-0.0397936
0.219911,-0.0408408
0.219911,-0.0523598
0.223053,-0.0555014
0.235619,-0.058643
0.239808,-0.0628318
0.240855,-0.0659734
0.243997,-0.069115
0.243997,-0.0733038
0.24295,-0.074351
0.24295,-0.0816814
0.245044,-0.0837758
0.25028,-0.0837758
0.252375,-0.0858702
0.252375,-0.090059
0.254469,-0.0932006
0.254469,-0.095295
0.257611,-0.0984366
0.26913,-0.0984366
0.271224,-0.0963422
0.27646,-0.100531
0.278555,-0.1036726
0.279602,-0.1099558
0.283791,-0.1141446
0.277507,-0.121475
0.277507,-0.1298524
0.280649,-0.132994
0.294263,-0.1340412
0.294263,-0.1288052
0.291121,-0.121475
0.291121,-0.1099558
0.29531,-0.1036726
0.296357,-0.0973894
0.300546,-0.0911062
0.300546,-0.0890118
0.298451,-0.0858702
0.298451,-0.0701622
0.297404,-0.069115
0.297404,-0.0617846
0.298451,-0.0607374
0.298451,-0.0575958
0.301593,-0.0555014
0.301593,-0.0523598
0.296357,-0.0492182
0.290074,-0.0492182
0.285885,-0.0502654
0.280649,-0.0555014
0.278555,-0.0555014
0.268083,-0.0450294
0.270177,-0.041888
0.272271,-0.041888
0.278555,-0.0376992
0.278555,-0.0335104
0.27646,-0.031416
0.27646,-0.02618
0.270177,-0.01989676
0.272271,-0.01780236
0.279602,-0.01780236
0.280649,-0.01675516
0.280649,-0.01256638
0.277507,-0.00942478
0.272271,-0.00837758
0.267035,-0.0031416
0.265988,0.0031416
0.294263,0.00523598
0.301593,0.00942478
0.301593,0.01361356
0.299498,0.01570796
0.29531,0.01675516
0.285885,0.0251328
0.283791,0.0293216
0.283791,0.0345576
0.281696,0.0345576
0.278555,0.041888
0.273319,0.0471238
0.270177,0.048171
0.270177,0.0523598
0.271224,0.053407
0.271224,0.0575958
0.272271,0.058643
0.273319,0.0575958
0.273319,0.0555014
0.283791,0.0460766
0.285885,0.041888
0.285885,0.0397936
0.287979,0.036652
0.287979,0.0293216
0.290074,0.02618
0.300546,0.0230384
0.311018,0.0324632
0.315206,0.0240856
0.315206,0.01570796
0.318348,0.01256638
0.322537,0.01256638
0.325678,0.01675516
0.325678,0.01884956
0.326726,0.01989676
0.326726,0.031416
0.327773,0.0324632
0.327773,0.0397936
0.330914,0.0439822
0.339292,0.041888
0.344528,0.0387464
0.348717,0.0335104
0.348717,0.0272272
0.351858,0.0240856
0.370708,0.0240856
0.372802,0.02618
0.372802,0.0282744
0.365472,0.0335104
0.366519,0.0376992
0.368614,0.0408408
0.368614,0.0513126
0.370708,0.053407
0.384322,0.053407
0.38851,0.0502654
0.38851,0.0408408
0.393746,0.0345576
0.406313,0.031416
0.408407,0.0293216
0.420973,0.0293216
0.422021,0.0282744
0.423068,0.0230384
0.426209,0.01989676
0.432493,0.01780236
0.437729,0.01256638
0.437729,0.01047198
0.441917,0.00628318
0.445059,0
0.445059,-0.0041888
0.446106,-0.00523598
0.451342,-0.00523598
0.455531,-0.0031416
0.461814,0.0041888
0.463909,0.00942478
0.463909,0.01570796
0.462861,0.01675516
0.462861,0.0240856
0.466003,0.02618
0.473333,0.02618
0.481711,0.01989676
0.491136,0.01780236
0.495324,0.01361356
0.495324,0.01047198
0.496372,0.00837758
0.499513,0.00523598
0.504749,0.0020944
0.511032,0.001047198
0.514174,-0.0020944
0.514174,-0.0041888
0.533024,-0.0230384
0.528835,-0.0303688
0.517316,-0.031416
0.513127,-0.0293216
0.501608,-0.01780236
0.501608,-0.01570796
0.498466,-0.01047198
0.49323,-0.00523598
0.486947,-0.0020944
0.480664,0.0041888
0.47438,0.0041888
